event_id,date,event_description,event_type,actor,contradiction_flag,drift_indicator,severity_0_10,pressure_type,pressure_flag,latency_flag,source_name,source_url
W001,2009-03-01,"Wells Fargo completes acquisition of Wachovia for $12.7B; combined entity becomes largest US bank by deposits; integration creates pressure to cross-sell Wachovia customers onto Wells Fargo product portfolio; executive compensation structure ties bonuses directly to product sales per household; Gr-Eight initiative targets 8 products per customer as primary performance metric",corporate_transaction,Wells Fargo,0,,4,financial,1,0,Wells Fargo 2009 Annual Report,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000072971&type=10-K&dateb=&owner=include&count=40
W002,2009-09-01,"OCC grants Wells Fargo national bank charter consolidation following Wachovia merger; regulatory oversight consolidates under single OCC examiner team; bank size now systemically important; OCC examination frequency and depth calibrated to relationship management model with large banks; external correction mechanism scope reduced relative to institution size",regulatory_action,OCC/Wells Fargo,1,option_eliminated,4,regulatory,1,0,OCC Supervisory Standards Documentation,https://www.occ.gov/publications-and-resources/publications/comptrollers-handbook/index-comptrollers-handbook.html
W003,2010-01-01,"Wells Fargo publicly commits to Gr-Eight cross-sell strategy in investor communications; CEO John Stumpf describes cross-selling as primary competitive moat; analyst community adopts cross-sell ratio as primary Wells Fargo performance metric; bank reports 5.9 products per retail household; external investor accountability now attached to cross-sell metric; strategy cannot be unwound without analyst penalty",financial_milestone,Wells Fargo,0,,3,financial,1,0,Wells Fargo 2010 Annual Report,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000072971&type=10-K&dateb=&owner=include&count=40
W004,2010-06-01,"Internal Wells Fargo ethics hotline begins receiving employee complaints about sales pressure; employees report being required to meet daily product quotas that cannot be achieved through legitimate sales; managers described as threatening termination for missing quotas; complaints documented internally; no systemic investigation launched; individual complaints handled case by case without pattern recognition",warning_signal,Wells Fargo Employees,1,warning_dismissed,6,organizational,0,1,Senate Banking Committee Report 2016,https://www.banking.senate.gov/imo/media/doc/12-16-16%20Stumpf%20Testimony.pdf
W005,2011-01-01,"Wells Fargo reports cross-sell ratio of 6.1 products per retail household; highest in industry; CEO Stumpf publicly states goal of 8 products per customer; investor presentations emphasize cross-sell as proof of customer loyalty and competitive differentiation; internal sales pressure intensifies to close gap to stated goal; district managers implement daily sales tracking and branch-level public scorecards",financial_milestone,Wells Fargo,1,milestone_despite_concern,4,financial,1,0,Wells Fargo 2011 Annual Report,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000072971&type=10-K&dateb=&owner=include&count=40
W006,2011-06-01,"Volume of ethics hotline complaints regarding sales practices reaches level triggering internal audit review; Community Banking division audit identifies pattern of unauthorized account openings in limited geographic sample; audit finding classified as operational risk issue; remediation assigned to Community Banking division management — the same management whose compensation drives the problem; no independent escalation to board or regulators",warning_signal,Wells Fargo Internal Audit,1,warning_dismissed,7,organizational,0,1,OCC Consent Order 2018,https://www.occ.gov/static/enforcement-actions/ea2018-014.pdf
W007,2012-01-01,"Wells Fargo HR data shows elevated employee termination rate in retail banking; approximately 1000 employees terminated annually for sales practice violations; terminations framed internally as individual misconduct rather than systemic pressure; terminated employees not eligible for rehire; no pattern analysis conducted linking termination rate to sales quota structure; employees who open unauthorized accounts fired; quota system that incentivized the behavior unchanged",policy_decision,Wells Fargo,1,narrative_vs_pressure,7,organizational,1,1,Senate Banking Committee Report 2016,https://www.banking.senate.gov/imo/media/doc/12-16-16%20Stumpf%20Testimony.pdf
W008,2012-06-01,"Los Angeles city officials begin receiving constituent complaints about Wells Fargo unauthorized accounts; complaints routed to LA City Attorney office; City Attorney investigation opens; Wells Fargo legal team engages in settlement discussions with LA City Attorney; discussions extend across multiple years; bank does not disclose investigation to OCC, CFPB, or investors; material regulatory investigation not disclosed in SEC filings",regulatory_action,LA City Attorney/Wells Fargo,1,warning_dismissed,6,regulatory,1,1,LA City Attorney Complaint 2015,https://www.lacityattorney.org/wells-fargo
W009,2013-01-01,"Wells Fargo reports cross-sell ratio of 6.16 products per retail household; CEO states target remains 8 products; investor day presentation shows cross-sell trajectory as primary value creation metric; bank now has over 6000 retail branches; scale of sales quota pressure now systemic across entire branch network; internal audit estimates unauthorized account volume but finding not escalated to executive committee or board audit committee",financial_milestone,Wells Fargo,1,milestone_despite_concern,5,financial,1,0,Wells Fargo 2013 Annual Report,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000072971&type=10-K&dateb=&owner=include&count=40
W010,2013-06-01,"Internal Wells Fargo investigation estimates 1500 to 2000 employees terminated annually for sales violations; senior management briefed on termination data; decision made to continue quota system with enhanced compliance monitoring rather than eliminate quotas; compliance monitoring assigned to district managers whose bonuses depend on sales performance; structural conflict of interest in oversight architecture locked in",policy_decision,Wells Fargo,1,option_eliminated,7,financial,1,0,Senate Banking Committee Report 2016,https://www.banking.senate.gov/imo/media/doc/12-16-16%20Stumpf%20Testimony.pdf
W011,2013-10-01,"OCC examination of Wells Fargo retail banking identifies elevated customer complaint volume regarding unexpected account fees; examination finding flagged to bank management; bank response attributes complaints to customer confusion rather than unauthorized accounts; OCC examiner team accepts explanation without independent transaction-level analysis; external correction mechanism fires signal but accepts inadequate response",regulatory_action,OCC/Wells Fargo,1,warning_dismissed,6,regulatory,0,1,OCC Consent Order 2018,https://www.occ.gov/static/enforcement-actions/ea2018-014.pdf
W012,2014-01-01,"LA City Attorney files civil lawsuit against Wells Fargo alleging unlawful business practices including unauthorized account openings; lawsuit becomes public record; Wall Street Journal reports on lawsuit; Wells Fargo issues public statement characterizing practices as isolated misconduct by individual employees; investor reaction minimal; bank continues reporting cross-sell ratio as primary performance metric in same quarter lawsuit filed",legal_action,LA City Attorney,1,narrative_vs_pressure,7,regulatory,1,0,LA City Attorney v Wells Fargo 2014,https://www.lacityattorney.org/wells-fargo
W013,2014-06-01,"CFPB opens supervisory examination of Wells Fargo retail banking sales practices; examination triggered by pattern in consumer complaint database; Wells Fargo legal and compliance team engages CFPB examiner team; bank provides documentation characterizing unauthorized accounts as isolated employee misconduct; CFPB examination extends across multiple years; bank does not disclose CFPB supervisory activity to investors in SEC filings",regulatory_action,CFPB/Wells Fargo,1,warning_dismissed,6,regulatory,1,1,CFPB Consent Order September 2016,https://files.consumerfinance.gov/f/documents/092016_cfpb_WFBconsentorder.pdf
W014,2015-01-01,"Wells Fargo reports cross-sell ratio of 6.11 products per retail household; bank continues to use metric in investor guidance while simultaneously in active CFPB examination regarding the practices driving the metric; material regulatory examination not disclosed; investors making buy/sell decisions based on cross-sell ratio unaware that the metric's underlying data integrity is under federal examination",financial_milestone,Wells Fargo,1,narrative_vs_pressure,7,financial,1,0,Wells Fargo 2015 Annual Report,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000072971&type=10-K&dateb=&owner=include&count=40
W015,2015-06-01,"Internal Wells Fargo review estimates 1.5 million potentially unauthorized deposit accounts and 565,000 unauthorized credit card accounts opened since 2011; estimate shared with senior management and board audit committee; remediation plan developed internally; plan does not include proactive customer notification or regulator disclosure; plan focuses on internal process improvement while litigation and examination ongoing; scale of harm documented internally but not disclosed",warning_signal,Wells Fargo Board/Management,1,correction_blocked,9,organizational,1,1,Senate Banking Committee Report 2016,https://www.banking.senate.gov/imo/media/doc/12-16-16%20Stumpf%20Testimony.pdf
W016,2015-09-01,"Wells Fargo terminates approximately 5300 employees for sales practice violations; terminations executed over rolling 5-year period; bank characterizes each termination as individual misconduct; no public disclosure of total termination volume; no disclosure to CFPB or OCC of systemic termination pattern; quota system and compensation structure that created incentive for violations unchanged; employees fired, incentive architecture preserved",policy_decision,Wells Fargo,1,correction_blocked,8,organizational,1,1,Senate Banking Committee Report 2016,https://www.banking.senate.gov/imo/media/doc/12-16-16%20Stumpf%20Testimony.pdf
W017,2016-01-01,"Wells Fargo and CFPB reach agreement in principle on consent order; negotiations ongoing; bank management and board aware settlement imminent; bank does not disclose to investors; Q1 2016 earnings call includes cross-sell ratio discussion without mention of pending regulatory settlement; investors continue to value bank partially on metric whose integrity is subject of imminent enforcement action",corporate_response,Wells Fargo/CFPB,1,correction_blocked,8,financial,1,1,CFPB Consent Order September 2016,https://files.consumerfinance.gov/f/documents/092016_cfpb_WFBconsentorder.pdf
W018,2016-09-08,"CFPB, OCC, and LA City Attorney announce simultaneous $185M consent order against Wells Fargo; largest CFPB fine at time of issuance; order documents 2 million unauthorized accounts; bank agrees to pay without admitting wrongdoing; CEO Stumpf statement characterizes violations as work of individual bad actors; bank does not disclose scale of internal terminations or management knowledge; Congress demands testimony",regulatory_action,CFPB/OCC/LA City Attorney,0,,10,regulatory,1,0,CFPB Consent Order September 2016,https://files.consumerfinance.gov/f/documents/092016_cfpb_WFBconsentorder.pdf
W019,2016-09-20,"CEO John Stumpf testifies before Senate Banking Committee; Senator Elizabeth Warren demands Stumpf resign; Stumpf testifies he learned of widespread sales problems in 2013; testimony reveals management knew scale of violations three years before public disclosure; cross-sell executive Carrie Tolstedt announced retirement with $125M compensation package same week as consent order; clawback discussions begin",congressional_testimony,CEO Stumpf/Senate Banking,1,narrative_vs_pressure,9,regulatory,0,0,Senate Banking Committee Hearing September 2016,https://www.banking.senate.gov/imo/media/doc/12-16-16%20Stumpf%20Testimony.pdf
W020,2016-10-12,"CEO John Stumpf resigns; CFO and board members face continued congressional scrutiny; Wells Fargo announces clawback of $41M in Stumpf compensation and $19M from Tolstedt; bank announces elimination of retail banking sales quotas; Tim Sloan named CEO; bank states problem is resolved with leadership change and quota elimination; structural investigation of how board oversight failed not announced",corporate_response,Wells Fargo Board,1,correction_blocked,8,financial,0,1,Wells Fargo Press Release October 2016,https://newsroom.wf.com/English/news-releases-details/2016/Wells-Fargo-Announces-Leadership-Transition/default.aspx
W021,2016-12-01,"House Financial Services Committee investigation reveals Wells Fargo sales practice problems date to at least 2002; committee documents show OCC received complaints as early as 2010 and did not escalate; Federal Reserve and FDIC examiner teams also received signals; multiple regulatory agencies had independent visibility into complaint patterns; no agency connected signals into systemic finding before LA City Attorney lawsuit forced disclosure",government_report,House Financial Services Committee,1,warning_dismissed,8,regulatory,0,1,House Financial Services Committee Report 2017,https://financialservices.house.gov/news/documentsingle.aspx?DocumentID=404
W022,2017-01-01,"New CEO Tim Sloan testifies Wells Fargo has addressed sales practice problems; bank reports cross-sell ratio declining as quota elimination takes effect; independent investigation by law firm retained by board concludes blame rests with Tolstedt and Stumpf; investigation does not find board oversight failures; findings criticized by outside observers as insufficiently independent; OCC and CFPB indicate examinations ongoing",corporate_response,Wells Fargo/New CEO Sloan,1,narrative_vs_pressure,6,regulatory,0,1,Wells Fargo Independent Directors Report 2017,https://www08.wellsfargomedia.com/assets/pdf/about/investor-relations/presentations/2017/board-report.pdf
W023,2017-06-01,"CFPB and OCC examinations reveal Wells Fargo auto insurance abuses; bank charged customers for collateral protection insurance they did not need on auto loans; approximately 570,000 customers affected; 20,000 customers may have had vehicles wrongly repossessed; abuses run concurrently with retail banking sales practice violations; bank was under active examination for sales practices while separate consumer harm occurred in auto division",investigative_report,CFPB/OCC/Wells Fargo,1,narrative_vs_pressure,8,regulatory,1,1,OCC Consent Order 2018,https://www.occ.gov/static/enforcement-actions/ea2018-014.pdf
W024,2017-10-01,"New York Times investigation documents Wells Fargo mortgage fee abuses; bank charged customers fees to lock in interest rates even when delays were caused by the bank; approximately 110,000 mortgage customers affected; abuse discovered during examination triggered by sales practice investigation; pattern of consumer harm now documented across retail banking, auto lending, and mortgage — three separate business lines simultaneously",investigative_report,New York Times/Wells Fargo,1,narrative_vs_pressure,8,regulatory,0,0,New York Times October 2017,https://www.nytimes.com/2017/10/31/business/wells-fargo-mortgage.html
W025,2018-02-02,"Federal Reserve Board issues unprecedented order restricting Wells Fargo total asset growth at $1.95 trillion cap; Fed states bank cannot grow until governance and risk management structures are improved to Fed satisfaction; Fed Chair Yellen states board of directors failed to provide adequate oversight; four Wells Fargo board members required to step down; asset cap removal requires Fed approval; option space for institutional growth collapsed to zero by regulatory authority",regulatory_action,Federal Reserve Board,0,,10,regulatory,1,0,Federal Reserve Board Order February 2018,https://www.federalreserve.gov/newsevents/pressreleases/enforcement20180202a.htm
W026,2018-04-20,"OCC and CFPB announce combined $1B fine against Wells Fargo for auto insurance and mortgage abuses; largest OCC fine in agency history at time; separate from 2016 consent order; demonstrates violations were not resolved by 2016 settlement or leadership change; bank pays without admitting wrongdoing; CEO Sloan testifies before Senate Banking Committee; senators question whether bank has resolved underlying cultural problems",regulatory_action,OCC/CFPB,0,,9,regulatory,1,0,OCC Consent Order April 2018,https://www.occ.gov/static/enforcement-actions/ea2018-014.pdf
W027,2018-09-01,"Wells Fargo announces total customer remediation costs of $3.3B across all identified consumer abuse programs; bank establishes centralized remediation office; review of all business lines ordered by new CEO; additional abuses discovered in wealth management and small business lending during review; each new discovery extends regulatory examination timeline and delays Fed asset cap removal; pattern of harm now spans six separate business lines",corporate_response,Wells Fargo/CEO Sloan,1,correction_blocked,8,financial,0,1,Wells Fargo Q3 2018 Earnings Report,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000072971&type=10-Q&dateb=&owner=include&count=40
W028,2019-03-01,"CEO Tim Sloan testifies before House Financial Services Committee; Representative Katie Porter presents analysis showing Wells Fargo still charging improper fees during remediation period; testimony reveals bank was charging customers fees while simultaneously paying those customers remediation for prior identical fees; Sloan unable to explain contradiction; credibility of remediation program publicly damaged",congressional_testimony,CEO Sloan/House Financial Services,1,narrative_vs_pressure,8,regulatory,0,0,House Financial Services Committee Hearing March 2019,https://financialservices.house.gov/news/documentsingle.aspx?DocumentID=404
W029,2019-03-28,"CEO Tim Sloan resigns effective immediately; board names interim CEO; bank acknowledges Sloan resignation connected to regulatory pressure; Fed asset cap still in place 13 months after imposition with no removal timeline; OCC states it has lost confidence in Wells Fargo management; three CEOs in three years; each leadership transition presented as resolution; structural problems documented across six business lines continue",corporate_response,Wells Fargo Board,1,correction_blocked,9,organizational,0,1,Wells Fargo Press Release March 2019,https://newsroom.wf.com/English/news-releases-details/2019/Wells-Fargo-CEO-Tim-Sloan-to-Retire/default.aspx
W030,2019-09-01,"DOJ and SEC open criminal and securities fraud investigations into Wells Fargo sales practices; investigations focus on whether executives misled investors about cross-sell metric integrity while aware of unauthorized account problem; parallel investigations by all four primary bank regulators ongoing simultaneously — OCC, CFPB, Federal Reserve, FDIC; total regulatory and legal exposure estimated at $10B plus; no remediation pathway with defined endpoint",legal_action,DOJ/SEC/Multiple Regulators,0,,9,regulatory,1,0,DOJ Press Release 2019,https://www.justice.gov/usao-sdny/pr/manhattan-us-attorney-announces-charges-against-former-wells-fargo-executives
W031,2020-02-21,"Wells Fargo agrees to $3B settlement with DOJ and SEC resolving criminal and civil investigations; settlement covers retail banking sales practice violations from 2002 to 2016; bank enters three-year monitorship; executives not individually charged; Federal Reserve asset cap remains in place; bank has now paid over $5B in fines and remediation across all programs; asset cap entry into third year with no Fed-approved removal plan",legal_action,DOJ/SEC/Wells Fargo,1,correction_blocked,8,regulatory,0,0,DOJ Press Release February 2020,https://www.justice.gov/opa/pr/wells-fargo-agrees-pay-3-billion-resolve-criminal-and-civil-investigations-sales-practices
W032,2020-12-01,"Federal Reserve asset cap remains in place; bank reports total regulatory and litigation costs since 2016 exceed $7B; new CEO Charles Scharf acknowledges bank has pervasive and fundamental problems with risk management; Fed states bank has not yet demonstrated adequate risk governance reforms; asset cap now in third year; competitors have grown balance sheets by 20 to 40 percent during same period while Wells Fargo frozen; institutional option space remains at zero for growth decisions",regulatory_action,Federal Reserve/Wells Fargo,0,,8,regulatory,1,0,Federal Reserve Board Statement December 2020,https://www.federalreserve.gov/newsevents/pressreleases/enforcement20180202a.htm
